apple,candle,dragon,fish,water
0.23148505378169418,1659,902,-105,1579
0.2345715211654501,1681,914,-104,1600
0.23765798854920603,1703,926,-103,1621
0.24074445593296193,1725,938,-102,1642
0.24383092331671785,1747,950,-101,1663
0.24691739070047378,1769,962,-100,1684
0.2500038580842297,1791,974,-99,1705
0.25309032546798566,1813,986,-98,1726
0.25617679285174155,1835,998,-97,1747
0.25926326023549745,1857,1010,-96,1768
0.2623497276192534,1879,1022,-95,1789
0.2654361950030093,1901,1034,-94,1810
0.26852266238676525,1923,1046,-93,1831
0.27160912977052115,1945,1058,-92,1852
0.2746955971542771,1967,1070,-91,1873
0.277782064538033,1989,1082,-90,1894
0.28086853192178896,2011,1094,-89,1915
0.28395499930554485,2033,1106,-88,1936
0.28704146668930075,2055,1118,-87,1957
0.2901279340730567,2077,1130,-86,1978
0.2932144014568126,2099,1142,-85,1999
0.29630086884056855,2121,1154,-84,2020
0.29938733622432445,2143,1166,-83,2041
0.3024738036080804,2165,1178,-82,2062
0.3055602709918363,2187,1190,-81,2083
0.30864673837559226,2209,1202,-80,2104
0.31173320575934815,2231,1214,-79,2125
0.31481967314310405,2253,1226,-78,2146
0.31790614052686,2275,1238,-77,2167
0.3209926079106159,2297,1250,-76,2188
0.32407907529437185,2319,1262,-75,2209
0.32716554267812775,2341,1274,-74,2230
0.3302520100618837,2363,1286,-73,2251
0.3333384774456396,2385,1298,-72,2272
0.33642494482939556,2407,1310,-71,2293
0.33951141221315145,2429,1322,-70,2314
0.34259787959690735,2451,1334,-69,2335
0.3456843469806633,2473,1346,-68,2356
0.3487708143644192,2495,1358,-67,2377
0.35185728174817515,2517,1370,-66,2398
0.35494374913193105,2539,1382,-65,2419
0.358030216515687,2561,1394,-64,2440
0.3611166838994429,2583,1406,-63,2461
0.36420315128319886,2605,1418,-62,2482
0.36728961866695475,2627,1430,-61,2503
0.37037608605071065,2649,1442,-60,2524
0.3734625534344666,2671,1454,-59,2545
0.3765490208182225,2693,1466,-58,2566
0.37963548820197845,2715,1478,-57,2587
0.38272195558573435,2737,1490,-56,2608
0.3858084229694903,2759,1502,-55,2629
0.3888948903532462,2781,1514,-54,2650
0.39198135773700216,2803,1526,-53,2671
0.39506782512075805,2825,1538,-52,2692
0.39815429250451395,2847,1550,-51,2713
0.4012407598882699,2869,1562,-50,2734
0.4043272272720258,2891,1574,-49,2755
0.40741369465578176,2913,1586,-48,2776
0.41050016203953765,2935,1598,-47,2797
0.4135866294232936,2957,1610,-46,2818
0.4166730968070495,2979,1622,-45,2839
0.41975956419080546,3001,1634,-44,2860
0.42284603157456135,3023,1646,-43,2881
0.42593249895831725,3045,1658,-42,2902
0.4290189663420732,3067,1670,-41,2923
0.4321054337258291,3089,1682,-40,2944
0.43519190110958506,3111,1694,-39,2965
0.43827836849334095,3133,1706,-38,2986
0.4413648358770969,3155,1718,-37,3007
0.4444513032608528,3177,1730,-36,3028
0.44753777064460876,3199,1742,-35,3049
0.45062423802836465,3221,1754,-34,3070
0.45371070541212055,3243,1766,-33,3091
0.4567971727958765,3265,1778,-32,3112
0.4598836401796324,3287,1790,-31,3133
0.46297010756338836,3309,1802,-30,3154
0.46605657494714425,3331,1814,-29,3175
0.4691430423309002,3353,1826,-28,3196
0.4722295097146561,3375,1838,-27,3217
0.47531597709841206,3397,1850,-26,3238
0.47840244448216795,3419,1862,-25,3259
0.48148891186592385,3441,1874,-24,3280
0.4845753792496798,3463,1886,-23,3301
0.4876618466334357,3485,1898,-22,3322
0.49074831401719166,3507,1910,-21,3343
0.49383478140094755,3529,1922,-20,3364
0.4969212487847035,3551,1934,-19,3385
0.5000077161684594,3573,1946,-18,3406
0.5030941835522154,3595,1958,-17,3427
0.5061806509359713,3617,1970,-16,3448
0.5092671183197272,3639,1982,-15,3469
0.5123535857034831,3661,1994,-14,3490
0.5154400530872391,3683,2006,-13,3511
0.5185265204709949,3705,2018,-12,3532
0.5216129878547509,3727,2030,-11,3553
0.5246994552385068,3749,2042,-10,3574
0.5277859226222628,3771,2054,-9,3595
0.5308723900060186,3793,2066,-8,3616
0.5339588573897746,3815,2078,-7,3637
0.5370453247735305,3837,2090,-6,3658
0.5401317921572864,3859,2102,-5,3679
0.5432182595410423,3881,2114,-4,3700
0.5463047269247983,3903,2126,-3,3721
0.5493911943085542,3925,2138,-2,3742
0.55247766169231,3947,2150,-1,3763
0.555564129076066,3969,2162,0,3784
0.558650596459822,3991,2174,1,3805
0.5617370638435779,4013,2186,2,3826
0.5648235312273338,4035,2198,3,3847
0.5679099986110897,4057,2210,4,3868
0.5709964659948457,4079,2222,5,3889
0.5740829333786015,4101,2234,6,3910
0.5771694007623575,4123,2246,7,3931
0.5802558681461134,4145,2258,8,3952
0.5833423355298694,4167,2270,9,3973
0.5864288029136252,4189,2282,10,3994
0.5895152702973812,4211,2294,11,4015
0.5926017376811371,4233,2306,12,4036
0.595688205064893,4255,2318,13,4057
0.5987746724486489,4277,2330,14,4078
0.6018611398324049,4299,2342,15,4099
0.6049476072161608,4321,2354,16,4120
0.6080340745999167,4343,2366,17,4141
0.6111205419836726,4365,2378,18,4162
0.6142070093674286,4387,2390,19,4183
0.6172934767511845,4409,2402,20,4204
0.6203799441349404,4431,2414,21,4225
0.6234664115186963,4453,2426,22,4246
0.6265528789024523,4475,2438,23,4267
0.6296393462862081,4497,2450,24,4288
0.632725813669964,4519,2462,25,4309
0.63581228105372,4541,2474,26,4330
0.638898748437476,4563,2486,27,4351
0.6419852158212318,4585,2498,28,4372
0.6450716832049878,4607,2510,29,4393
0.6481581505887437,4629,2522,30,4414
0.6512446179724996,4651,2534,31,4435
0.6543310853562555,4673,2546,32,4456
0.6574175527400115,4695,2558,33,4477
0.6605040201237674,4717,2570,34,4498
0.6635904875075233,4739,2582,35,4519
0.6666769548912792,4761,2594,36,4540
0.6697634222750352,4783,2606,37,4561
0.6728498896587911,4805,2618,38,4582
0.675936357042547,4827,2630,39,4603
0.6790228244263029,4849,2642,40,4624
0.6821092918100589,4871,2654,41,4645
0.6851957591938147,4893,2666,42,4666
0.6882822265775707,4915,2678,43,4687
0.6913686939613266,4937,2690,44,4708
0.6944551613450826,4959,2702,45,4729
0.6975416287288384,4981,2714,46,4750
0.7006280961125944,5003,2726,47,4771
0.7037145634963503,5025,2738,48,4792
0.7068010308801062,5047,2750,49,4813
0.7098874982638621,5069,2762,50,4834
0.7129739656476181,5091,2774,51,4855
0.716060433031374,5113,2786,52,4876
0.7191469004151299,5135,2798,53,4897
0.7222333677988858,5157,2810,54,4918
0.7253198351826418,5179,2822,55,4939
0.7284063025663977,5201,2834,56,4960
0.7314927699501536,5223,2846,57,4981
0.7345792373339095,5245,2858,58,5002
0.7376657047176655,5267,2870,59,5023
0.7407521721014213,5289,2882,60,5044
0.7438386394851773,5311,2894,61,5065
0.7469251068689332,5333,2906,62,5086
0.7500115742526892,5355,2918,63,5107
0.753098041636445,5377,2930,64,5128
0.756184509020201,5399,2942,65,5149
0.7592709764039569,5421,2954,66,5170
0.7623574437877128,5443,2966,67,5191
0.7654439111714687,5465,2978,68,5212
0.7685303785552247,5487,2990,69,5233
0.7716168459389806,5509,3002,70,5254
0.7747033133227365,5531,3014,71,5275
0.7777897807064924,5553,3026,72,5296
0.7808762480902484,5575,3038,73,5317
0.7839627154740043,5597,3050,74,5338
0.7870491828577602,5619,3062,75,5359
0.7901356502415161,5641,3074,76,5380
0.7932221176252721,5663,3086,77,5401
0.7963085850090279,5685,3098,78,5422
0.7993950523927839,5707,3110,79,5443
0.8024815197765398,5729,3122,80,5464
0.8055679871602958,5751,3134,81,5485
0.8086544545440516,5773,3146,82,5506
0.8117409219278076,5795,3158,83,5527
0.8148273893115635,5817,3170,84,5548
0.8179138566953195,5839,3182,85,5569
0.8210003240790753,5861,3194,86,5590
0.8240867914628313,5883,3206,87,5611
0.8271732588465872,5905,3218,88,5632
0.830259726230343,5927,3230,89,5653
0.833346193614099,5949,3242,90,5674
0.836432660997855,5971,3254,91,5695
0.8395191283816109,5993,3266,92,5716
0.8426055957653668,6015,3278,93,5737
0.8456920631491227,6037,3290,94,5758
0.8487785305328787,6059,3302,95,5779
0.8518649979166345,6081,3314,96,5800
0.8549514653003905,6103,3326,97,5821
0.8580379326841464,6125,3338,98,5842
0.8611244000679024,6147,3350,99,5863
0.8642108674516582,6169,3362,100,5884
0.8672973348354142,6191,3374,101,5905
0.8703838022191701,6213,3386,102,5926
0.8734702696029261,6235,3398,103,5947
0.8765567369866819,6257,3410,104,5968
0.8796432043704379,6279,3422,105,5989
0.8827296717541938,6301,3434,106,6010
0.8858161391379497,6323,3446,107,6031
0.8889026065217056,6345,3458,108,6052
0.8919890739054616,6367,3470,109,6073
0.8950755412892175,6389,3482,110,6094
0.8981620086729734,6411,3494,111,6115
0.9012484760567293,6433,3506,112,6136
0.9043349434404853,6455,3518,113,6157
0.9074214108242411,6477,3530,114,6178
0.9105078782079971,6499,3542,115,6199
0.913594345591753,6521,3554,116,6220
0.916680812975509,6543,3566,117,6241
0.9197672803592648,6565,3578,118,6262
0.9228537477430208,6587,3590,119,6283
0.9259402151267767,6609,3602,120,6304
0.9290266825105327,6631,3614,121,6325
0.9321131498942885,6653,3626,122,6346
0.9351996172780445,6675,3638,123,6367
0.9382860846618004,6697,3650,124,6388
0.9413725520455563,6719,3662,125,6409
0.9444590194293122,6741,3674,126,6430
0.9475454868130682,6763,3686,127,6451
0.9506319541968241,6785,3698,128,6472
0.95371842158058,6807,3710,129,6493
0.9568048889643359,6829,3722,130,6514
0.9598913563480919,6851,3734,131,6535
0.9629778237318477,6873,3746,132,6556
0.9660642911156037,6895,3758,133,6577
0.9691507584993596,6917,3770,134,6598
0.9722372258831156,6939,3782,135,6619
0.9753236932668714,6961,3794,136,6640
0.9784101606506274,6983,3806,137,6661
0.9814966280343833,7005,3818,138,6682
0.9845830954181393,7027,3830,139,6703
0.9876695628018951,7049,3842,140,6724
0.9907560301856511,7071,3854,141,6745
0.993842497569407,7093,3866,142,6766
0.9969289649531629,7115,3878,143,6787
1.0000154323369188,7137,3890,144,6808
1.0031018997206747,7159,3902,145,6829
1.0061883671044307,7181,3914,146,6850
1.0092748344881866,7203,3926,147,6871
1.0123613018719426,7225,3938,148,6892
1.0154477692556985,7247,3950,149,6913
1.0185342366394543,7269,3962,150,6934
1.0216207040232104,7291,3974,151,6955
1.0247071714069662,7313,3986,152,6976
1.027793638790722,7335,3998,153,6997
1.0308801061744781,7357,4010,154,7018
1.033966573558234,7379,4022,155,7039
1.0370530409419898,7401,4034,156,7060
1.0401395083257459,7423,4046,157,7081
1.0432259757095017,7445,4058,158,7102
1.0463124430932575,7467,4070,159,7123
1.0493989104770136,7489,4082,160,7144
1.0524853778607695,7511,4094,161,7165
1.0555718452445255,7533,4106,162,7186
1.0586583126282814,7555,4118,163,7207
1.0617447800120372,7577,4130,164,7228
1.0648312473957933,7599,4142,165,7249
1.067917714779549,7621,4154,166,7270
1.071004182163305,7643,4166,167,7291
1.074090649547061,7665,4178,168,7312
1.0771771169308169,7687,4190,169,7333
1.0802635843145727,7709,4202,170,7354
1.0833500516983288,7731,4214,171,7375
1.0864365190820846,7753,4226,172,7396
1.0895229864658407,7775,4238,173,7417
1.0926094538495965,7797,4250,174,7438
1.0956959212333524,7819,4262,175,7459
1.0987823886171084,7841,4274,176,7480
1.1018688560008643,7863,4286,177,7501
1.10495532338462,7885,4298,178,7522
1.1080417907683762,7907,4310,179,7543
1.111128258152132,7929,4322,-180,7564
1.1142147255358879,7951,4334,-179,7585
1.117301192919644,7973,4346,-178,7606
1.1203876603033998,7995,4358,-177,7627
1.1234741276871558,8017,4370,-176,7648
1.1265605950709117,8039,4382,-175,7669
1.1296470624546675,8061,4394,-174,7690
1.1327335298384236,8083,4406,-173,7711
1.1358199972221794,8105,4418,-172,7732
1.1389064646059353,8127,4430,-171,7753
1.1419929319896913,8149,4442,-170,7774
1.1450793993734472,8171,4454,-169,7795
1.148165866757203,8193,4466,-168,7816
1.151252334140959,8215,4478,-167,7837
1.154338801524715,8237,4490,-166,7858
1.1574252689084708,8259,4502,-165,7879
1.1605117362922268,8281,4514,-164,7900
1.1635982036759827,8303,4526,-163,7921
1.1666846710597387,8325,4538,-162,7942
1.1697711384434946,8347,4550,-161,7963
1.1728576058272504,8369,4562,-160,7984
1.1759440732110065,8391,4574,-159,8005
1.1790305405947623,8413,4586,-158,8026
1.1821170079785182,8435,4598,-157,8047
1.1852034753622742,8457,4610,-156,8068
1.18828994274603,8479,4622,-155,8089
1.191376410129786,8501,4634,-154,8110
1.194462877513542,8523,4646,-153,8131
1.1975493448972978,8545,4658,-152,8152
1.2006358122810539,8567,4670,-151,8173
1.2037222796648097,8589,4682,-150,8194
1.2068087470485656,8611,4694,-149,8215
1.2098952144323216,8633,4706,-148,8236
1.2129816818160775,8655,4718,-147,8257
1.2160681491998333,8677,4730,-146,8278
1.2191546165835894,8699,4742,-145,8299
1.2222410839673452,8721,4754,-144,8320
1.225327551351101,8743,4766,-143,8341
1.2284140187348571,8765,4778,-142,8362
1.231500486118613,8787,4790,-141,8383
1.234586953502369,8809,4802,-140,8404
1.2376734208861249,8831,4814,-139,8425
1.2407598882698807,8853,4826,-138,8446
1.2438463556536368,8875,4838,-137,8467
1.2469328230373926,8897,4850,-136,8488
1.2500192904211485,8919,4862,-135,8509
1.2531057578049045,8941,4874,-134,8530
1.2561922251886604,8963,4886,-133,8551
1.2592786925724162,8985,4898,-132,8572
1.2623651599561723,9007,4910,-131,8593
1.265451627339928,9029,4922,-130,8614
1.2685380947236842,9051,4934,-129,8635
1.27162456210744,9073,4946,-128,8656
1.2747110294911959,9095,4958,-127,8677
1.277797496874952,9117,4970,-126,8698
1.2808839642587078,9139,4982,-125,8719
1.2839704316424636,9161,4994,-124,8740
1.2870568990262197,9183,5006,-123,8761
1.2901433664099755,9205,5018,-122,8782
1.2932298337937314,9227,5030,-121,8803
1.2963163011774874,9249,5042,-120,8824
1.2994027685612433,9271,5054,-119,8845
1.302489235944999,9293,5066,-118,8866
1.3055757033287552,9315,5078,-117,8887
1.308662170712511,9337,5090,-116,8908
1.311748638096267,9359,5102,-115,8929
1.314835105480023,9381,5114,-114,8950
1.3179215728637788,9403,5126,-113,8971
1.3210080402475348,9425,5138,-112,8992
1.3240945076312907,9447,5150,-111,9013
1.3271809750150465,9469,5162,-110,9034
1.3302674423988026,9491,5174,-109,9055
1.3333539097825584,9513,5186,-108,9076
1.3364403771663143,9535,5198,-107,9097
1.3395268445500703,9557,5210,-106,9118
1.3426133119338262,9579,5222,-105,9139
1.3456997793175822,9601,5234,-104,9160
1.348786246701338,9623,5246,-103,9181
1.351872714085094,9645,5258,-102,9202
1.35495918146885,9667,5270,-101,9223
1.3580456488526058,9689,5282,-100,9244
1.3611321162363617,9711,5294,-99,9265
1.3642185836201177,9733,5306,-98,9286
1.3673050510038736,9755,5318,-97,9307
1.3703915183876294,9777,5330,-96,9328
1.3734779857713855,9799,5342,-95,9349
1.3765644531551413,9821,5354,-94,9370
1.3796509205388974,9843,5366,-93,9391
1.3827373879226532,9865,5378,-92,9412
1.385823855306409,9887,5390,-91,9433
1.3889103226901651,9909,5402,-90,9454
1.391996790073921,9931,5414,-89,9475
1.3950832574576768,9953,5426,-88,9496
1.3981697248414329,9975,5438,-87,9517
1.4012561922251887,9997,5450,-86,9538
1.4043426596089446,10019,5462,-85,9559
1.4074291269927006,10041,5474,-84,9580
1.4105155943764565,10063,5486,-83,9601
1.4136020617602123,10085,5498,-82,9622
1.4166885291439684,10107,5510,-81,9643
1.4197749965277242,10129,5522,-80,9664
1.4228614639114803,10151,5534,-79,9685
1.4259479312952361,10173,5546,-78,9706
1.429034398678992,10195,5558,-77,9727
1.432120866062748,10217,5570,-76,9748
1.4352073334465039,10239,5582,-75,9769
1.4382938008302597,10261,5594,-74,9790
1.4413802682140158,10283,5606,-73,9811
1.4444667355977716,10305,5618,-72,9832
1.4475532029815275,10327,5630,-71,9853
1.4506396703652835,10349,5642,-70,9874
1.4537261377490394,10371,5654,-69,9895
1.4568126051327954,10393,5666,-68,9916
1.4598990725165513,10415,5678,-67,9937
1.462985539900307,10437,5690,-66,9958
1.4660720072840632,10459,5702,-65,9979
1.469158474667819,10481,5714,-64,10000
1.4722449420515749,10503,5726,-63,10021
1.475331409435331,10525,5738,-62,10042
1.4784178768190868,10547,5750,-61,10063
1.4815043442028426,10569,5762,-60,10084
1.4845908115865987,10591,5774,-59,10105
1.4876772789703545,10613,5786,-58,10126
1.4907637463541106,10635,5798,-57,10147
1.4938502137378664,10657,5810,-56,10168
1.4969366811216223,10679,5822,-55,10189
1.5000231485053783,10701,5834,-54,10210
1.5031096158891342,10723,5846,-53,10231
1.50619608327289,10745,5858,-52,10252
1.509282550656646,10767,5870,-51,10273
1.512369018040402,10789,5882,-50,10294
1.5154554854241578,10811,5894,-49,10315
1.5185419528079138,10833,5906,-48,10336
1.5216284201916697,10855,5918,-47,10357
1.5247148875754255,10877,5930,-46,10378
1.5278013549591816,10899,5942,-45,10399
1.5308878223429374,10921,5954,-44,10420
1.5339742897266935,10943,5966,-43,10441
1.5370607571104493,10965,5978,-42,10462
1.5401472244942052,10987,5990,-41,10483
1.5432336918779612,11009,6002,-40,10504
1.546320159261717,11031,6014,-39,10525
1.549406626645473,11053,6026,-38,10546
1.552493094029229,11075,6038,-37,10567
1.5555795614129848,11097,6050,-36,10588
1.5586660287967407,11119,6062,-35,10609
1.5617524961804967,11141,6074,-34,10630
1.5648389635642526,11163,6086,-33,10651
1.5679254309480086,11185,6098,-32,10672
1.5710118983317645,11207,6110,-31,10693
1.5740983657155203,11229,6122,-30,10714
1.5771848330992764,11251,6134,-29,10735
1.5802713004830322,11273,6146,-28,10756
1.583357767866788,11295,6158,-27,10777
1.5864442352505441,11317,6170,-26,10798
1.5895307026343,11339,6182,-25,10819
1.5926171700180558,11361,6194,-24,10840
1.5957036374018119,11383,6206,-23,10861
1.5987901047855677,11405,6218,-22,10882
1.6018765721693238,11427,6230,-21,10903
1.6049630395530796,11449,6242,-20,10924
1.6080495069368355,11471,6254,-19,10945
1.6111359743205915,11493,6266,-18,10966
1.6142224417043474,11515,6278,-17,10987
1.6173089090881032,11537,6290,-16,11008
1.6203953764718593,11559,6302,-15,11029
1.6234818438556151,11581,6314,-14,11050
1.626568311239371,11603,6326,-13,11071
1.629654778623127,11625,6338,-12,11092
1.6327412460068829,11647,6350,-11,11113
1.635827713390639,11669,6362,-10,11134
1.6389141807743948,11691,6374,-9,11155
1.6420006481581506,11713,6386,-8,11176
1.6450871155419067,11735,6398,-7,11197
1.6481735829256625,11757,6410,-6,11218
1.6512600503094184,11779,6422,-5,11239
1.6543465176931744,11801,6434,-4,11260
1.6574329850769303,11823,6446,-3,11281
1.660519452460686,11845,6458,-2,11302
1.6636059198444422,11867,6470,-1,11323
1.666692387228198,11889,6482,0,11344
1.6697788546119539,11911,6494,1,11365
1.67286532199571,11933,6506,2,11386
1.6759517893794658,11955,6518,3,11407
1.6790382567632218,11977,6530,4,11428
1.6821247241469777,11999,6542,5,11449
1.6852111915307335,12021,6554,6,11470
1.6882976589144896,12043,6566,7,11491
1.6913841262982454,12065,6578,8,11512
1.6944705936820013,12087,6590,9,11533
1.6975570610657573,12109,6602,10,11554
1.7006435284495132,12131,6614,11,11575
1.703729995833269,12153,6626,12,11596
1.706816463217025,12175,6638,13,11617
1.709902930600781,12197,6650,14,11638
1.712989397984537,12219,6662,15,11659
1.7160758653682928,12241,6674,16,11680
1.7191623327520487,12263,6686,17,11701
1.7222488001358047,12285,6698,18,11722
1.7253352675195606,12307,6710,19,11743
1.7284217349033164,12329,6722,20,11764
1.7315082022870725,12351,6734,21,11785
1.7345946696708283,12373,6746,22,11806
1.7376811370545842,12395,6758,23,11827
1.7407676044383402,12417,6770,24,11848
1.743854071822096,12439,6782,25,11869
1.7469405392058521,12461,6794,26,11890
1.750027006589608,12483,6806,27,11911
1.7531134739733638,12505,6818,28,11932
1.7561999413571199,12527,6830,29,11953
1.7592864087408757,12549,6842,30,11974
1.7623728761246316,12571,6854,31,11995
1.7654593435083876,12593,6866,32,12016
1.7685458108921435,12615,6878,33,12037
1.7716322782758993,12637,6890,34,12058
1.7747187456596554,12659,6902,35,12079
1.7778052130434112,12681,6914,36,12100
1.780891680427167,12703,6926,37,12121
1.7839781478109231,12725,6938,38,12142
1.787064615194679,12747,6950,39,12163
1.790151082578435,12769,6962,40,12184
1.7932375499621909,12791,6974,41,12205
1.7963240173459467,12813,6986,42,12226
1.7994104847297028,12835,6998,43,12247
1.8024969521134586,12857,7010,44,12268
1.8055834194972145,12879,7022,45,12289
1.8086698868809705,12901,7034,46,12310
1.8117563542647264,12923,7046,47,12331
1.8148428216484822,12945,7058,48,12352
1.8179292890322383,12967,7070,49,12373
1.8210157564159941,12989,7082,50,12394
1.8241022237997502,13011,7094,51,12415
1.827188691183506,13033,7106,52,12436
1.8302751585672619,13055,7118,53,12457
1.833361625951018,13077,7130,54,12478
1.8364480933347738,13099,7142,55,12499
1.8395345607185296,13121,7154,56,12520
1.8426210281022857,13143,7166,57,12541
1.8457074954860415,13165,7178,58,12562
1.8487939628697974,13187,7190,59,12583
1.8518804302535534,13209,7202,60,12604
1.8549668976373093,13231,7214,61,12625
1.8580533650210653,13253,7226,62,12646
1.8611398324048212,13275,7238,63,12667
1.864226299788577,13297,7250,64,12688
1.867312767172333,13319,7262,65,12709
1.870399234556089,13341,7274,66,12730
1.8734857019398448,13363,7286,67,12751
1.8765721693236008,13385,7298,68,12772
1.8796586367073567,13407,7310,69,12793
1.8827451040911125,13429,7322,70,12814
1.8858315714748686,13451,7334,71,12835
1.8889180388586244,13473,7346,72,12856
1.8920045062423803,13495,7358,73,12877
1.8950909736261363,13517,7370,74,12898
1.8981774410098922,13539,7382,75,12919
1.9012639083936482,13561,7394,76,12940
1.904350375777404,13583,7406,77,12961
1.90743684316116,13605,7418,78,12982
1.910523310544916,13627,7430,79,13003
1.9136097779286718,13649,7442,80,13024
1.9166962453124277,13671,7454,81,13045
1.9197827126961837,13693,7466,82,13066
1.9228691800799396,13715,7478,83,13087
1.9259556474636954,13737,7490,84,13108
1.9290421148474515,13759,7502,85,13129
1.9321285822312073,13781,7514,86,13150
1.9352150496149634,13803,7526,87,13171
1.9383015169987192,13825,7538,88,13192
1.941387984382475,13847,7550,89,13213
1.9444744517662311,13869,7562,90,13234
1.947560919149987,13891,7574,91,13255
1.9506473865337428,13913,7586,92,13276
1.9537338539174989,13935,7598,93,13297
1.9568203213012547,13957,7610,94,13318
1.9599067886850106,13979,7622,95,13339
1.9629932560687666,14001,7634,96,13360
1.9660797234525225,14023,7646,97,13381
1.9691661908362785,14045,7658,98,13402
1.9722526582200344,14067,7670,99,13423
1.9753391256037902,14089,7682,100,13444
1.9784255929875463,14111,7694,101,13465
1.9815120603713021,14133,7706,102,13486
1.984598527755058,14155,7718,103,13507
1.987684995138814,14177,7730,104,13528
1.9907714625225699,14199,7742,105,13549
1.9938579299063257,14221,7754,106,13570
1.9969443972900818,14243,7766,107,13591
2.0000308646738376,14265,7778,108,13612
2.0031173320575935,14287,7790,109,13633
2.0062037994413493,14309,7802,110,13654
2.0092902668251056,14331,7814,111,13675
2.0123767342088614,14353,7826,112,13696
2.0154632015926173,14375,7838,113,13717
2.018549668976373,14397,7850,114,13738
2.021636136360129,14419,7862,115,13759
2.0247226037438852,14441,7874,116,13780
2.027809071127641,14463,7886,117,13801
2.030895538511397,14485,7898,118,13822
2.0339820058951528,14507,7910,119,13843
2.0370684732789086,14529,7922,120,13864
2.0401549406626645,14551,7934,121,13885
2.0432414080464207,14573,7946,122,13906
2.0463278754301766,14595,7958,123,13927
2.0494143428139324,14617,7970,124,13948
2.0525008101976883,14639,7982,125,13969
2.055587277581444,14661,7994,126,13990
2.0586737449652004,14683,8006,127,14011
2.0617602123489562,14705,8018,128,14032
2.064846679732712,14727,8030,129,14053
2.067933147116468,14749,8042,130,14074
2.0710196145002238,14771,8054,131,14095
2.0741060818839796,14793,8066,132,14116
2.077192549267736,14815,8078,133,14137
2.0802790166514917,14837,8090,134,14158
2.0833654840352476,14859,8102,135,14179
2.0864519514190034,14881,8114,136,14200
2.0895384188027593,14903,8126,137,14221
2.092624886186515,14925,8138,138,14242
2.0957113535702714,14947,8150,139,14263
2.0987978209540272,14969,8162,140,14284
2.101884288337783,14991,8174,141,14305
2.104970755721539,15013,8186,142,14326
2.1080572231052948,15035,8198,143,14347
2.111143690489051,15057,8210,144,14368
2.114230157872807,15079,8222,145,14389
2.1173166252565627,15101,8234,146,14410
2.1204030926403186,15123,8246,147,14431
2.1234895600240744,15145,8258,148,14452
2.1265760274078302,15167,8270,149,14473
2.1296624947915865,15189,8282,150,14494
2.1327489621753424,15211,8294,151,14515
2.135835429559098,15233,8306,152,14536
2.138921896942854,15255,8318,153,14557
